Test Case Name,Build ID,Flaky Frequency,Traceback Coverage,Test Smells,Previous State,Test Size,Flaky or Not
test_underscore_raises_for_dup,603638220,0.38,0,0,2,3,1
test_align,603638220,0.33,1,0,2,5,0
test_tokenizer_handles_single_word,603638220,0.38,0,0,2,2,1
test_ents_reset,603638220,0.38,0,0,2,8,1
test_doc_add_entities_set_ents_iob,603638220,0.38,0,0,2,11,1
test_vocab_lexeme_add_flag_auto_id,603638220,0.38,0,0,2,7,1
test_vocab_lexeme_add_flag_provided_id,603638220,0.38,0,0,2,6,1
test_serialize_parser_roundtrip_disk,603638220,0.38,0,0,2,11,1
test_serialize_tagger_roundtrip_disk,603638220,0.38,0,0,2,9,1
test_serialize_tensorizer_roundtrip_disk,603638220,0.38,0,0,2,9,0
test_serialize_custom_tokenizer,603638220,0.38,0,0,2,5,1
test_issue3009,509420639,0.43,0,0,2,4,0
test_tokenizer_handles_single_word,509420639,0.38,0,0,2,2,1
test_underscore_raises_for_dup,509420639,0.38,0,0,2,3,1
test_vocab_lexeme_add_flag_provided_id,509420639,0.38,0,0,2,6,1
test_vocab_lexeme_add_flag_auto_id,509420639,0.38,0,0,2,7,1
test_doc_add_entities_set_ents_iob,509420639,0.38,0,0,2,10,1
test_serialize_tensorizer_roundtrip_bytes,509420639,0.38,0,0,2,5,1
test_serialize_parser_roundtrip_bytes,509420639,0.38,0,0,2,6,0
test_serialize_tensorizer_roundtrip_disk,509420639,0.38,0,0,2,7,0
test_serialize_tagger_roundtrip_disk,509420639,0.38,0,0,2,9,1
test_serialize_pipe_exclude,509420639,0.38,0,0,2,17,1
test_serialize_parser_roundtrip_disk,509420639,0.38,0,0,2,11,1
test_to_from_bytes,509420639,0.38,0,0,2,7,1
test_serialize_custom_tokenizer,509420639,0.38,0,0,2,5,1
test_doc_retokenize_spans_entity_merge,576528847,0.27,0,0,1,18,0
test_vocab_lexeme_add_flag_auto_id,576528847,0.38,0,0,1,7,1
test_serialize_tagger_roundtrip_disk,576528847,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,576528847,0.38,0,0,1,6,0
test_to_from_bytes,576528847,0.38,0,0,1,7,1
test_serialize_pipe_exclude,576528847,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,576528847,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_bytes,576528847,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_disk,576528847,0.38,0,0,1,7,0
test_doc_add_entities_set_ents_iob,576528847,0.38,0,0,1,11,1
test_displacy_parse_deps,576528847,0.33,0,0,1,20,0
test_serialize_custom_tokenizer,576528847,0.38,0,0,1,5,1
test_issue3009,576528847,0.39,0,0,1,26,0
test_underscore_raises_for_dup,576528847,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,576528847,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,576528847,0.38,0,0,1,2,1
test_tokenizer_handles_single_word,576541781,0.38,0,0,1,2,1
test_underscore_raises_for_dup,576541781,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,576541781,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,576541781,0.38,0,0,1,10,1
test_displacy_parse_deps,576541781,0.27,1,0,1,20,0
test_vocab_lexeme_add_flag_provided_id,576541781,0.38,0,0,1,6,1
test_serialize_custom_tokenizer,576541781,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_bytes,576541781,0.38,0,0,1,5,1
test_to_from_bytes,576541781,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_disk,576541781,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_disk,576541781,0.38,0,0,1,7,0
test_serialize_parser_roundtrip_bytes,576541781,0.38,0,0,1,6,0
test_serialize_pipe_exclude,576541781,0.38,0,0,1,17,1
test_serialize_tagger_roundtrip_disk,576541781,0.38,0,0,1,9,1
test_tokenizer_handles_single_word,578759522,0.38,0,0,1,2,1
test_serialize_tensorizer_roundtrip_bytes,578759522,0.38,0,0,1,5,1
test_underscore_raises_for_dup,578759522,0.38,0,0,1,3,1
test_issue4054,578759522,0.4,0,0,1,18,0
test_vocab_lexeme_add_flag_provided_id,578759522,0.38,0,0,1,6,1
test_vocab_lexeme_add_flag_auto_id,578759522,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,578759522,0.38,0,0,1,11,1
test_serialize_tagger_roundtrip_disk,578759522,0.38,0,0,1,9,1
test_to_from_bytes,578759522,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,578759522,0.38,0,0,1,6,0
test_serialize_pipe_exclude,578759522,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,578759522,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_disk,578759522,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,578759522,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_provided_id,492749903,0.38,0,0,0,6,1
test_to_from_bytes,492749903,0.38,0,0,0,7,1
test_serialize_tensorizer_roundtrip_bytes,492749903,0.38,0,0,0,5,1
test_serialize_tagger_roundtrip_disk,492749903,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,492749903,0.38,0,0,0,6,1
test_serialize_parser_roundtrip_disk,492749903,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,492749903,0.38,0,0,0,7,1
test_underscore_raises_for_dup,492749903,0.38,0,0,0,3,1
test_doc_add_entities_set_ents_iob,492749903,0.38,0,0,0,11,1
test_displacy_spans,492749903,0.38,0,0,0,5,1
test_issue1971,492749903,0.38,1,0,0,15,0
test_pickle_vocab,689825616,0.25,0,0,2,5,0
test_vocab_lexeme_add_flag_auto_id,689825616,0.38,0,0,2,7,1
test_vectors_serialize,689825616,0.09,0,0,2,25,0
test_issue5152,689825616,0.09,0,0,2,13,0
test_matcher_schema_token_attributes,689825616,0.38,0,1,2,6,1
test_tokenizer_handles_single_word,689825616,0.38,0,0,2,2,1
test_doc_retokenizer_merge_lex_attrs,689825616,0.38,0,0,2,23,1
test_doc_retokenize_spans_entity_merge_iob,689825616,0.38,0,2,2,82,1
test_doc_retokenize_merge_extension_attrs,689825616,0.38,0,0,2,19,1
test_retokenize_skip_duplicates,689825616,0.38,0,0,2,8,1
test_issue3288,689825616,0.38,0,0,2,8,1
test_matcher_from_usage_docs,689825616,0.38,0,0,2,18,1
test_pickle_vocab,470484768,0.38,0,0,1,15,0
test_underscore_raises_for_dup,470484768,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,470484768,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,470484768,0.28,0,0,1,11,1
test_to_from_bytes,470484768,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,470484768,0.38,0,0,1,6,0
test_serialize_tensorizer_roundtrip_bytes,470484768,0.38,0,0,1,5,1
test_serialize_tagger_roundtrip_disk,470484768,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_disk,470484768,0.38,0,0,1,9,1
test_serialize_tensorizer_roundtrip_disk,470484768,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,470484768,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_provided_id,470484768,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,470484768,0.38,0,0,1,2,1
test_underscore_raises_for_dup,470484768,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,470484768,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,470484768,0.28,0,0,1,11,1
test_to_from_bytes,470485991,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,470485991,0.38,0,0,1,6,0
test_serialize_tensorizer_roundtrip_bytes,470485991,0.38,0,0,1,5,1
test_serialize_tagger_roundtrip_disk,470485991,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_disk,470485991,0.38,0,0,1,9,1
test_serialize_tensorizer_roundtrip_disk,470485991,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,470485991,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_provided_id,470485991,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,470485991,0.38,0,0,1,2,1
test_pickle_vocab,689825616,0.22,0,0,1,5,0
test_matcher_schema_token_attributes,689825616,0.38,0,1,1,6,1
test_issue5152,689825616,0.07,0,0,1,13,0
test_vectors_serialize,689825616,0.07,0,0,1,25,0
test_issue5458,689825616,0.14,0,0,1,12,0
test_issue3288,689825616,0.38,0,0,1,8,1
test_tokenizer_handles_single_word,689825616,0.38,0,0,1,2,1
test_matcher_from_usage_docs,689825616,0.38,0,0,1,18,1
test_retokenize_skip_duplicates,689825616,0.38,0,0,1,8,1
test_doc_retokenizer_merge_lex_attrs,689825616,0.38,0,0,1,23,1
test_doc_retokenize_merge_extension_attrs,689825616,0.38,0,0,1,19,1
test_doc_retokenize_spans_entity_merge_iob,689825616,0.38,0,2,1,82,1
test_vocab_lexeme_add_flag_auto_id,689825616,0.38,0,0,1,7,1
test_pickle_vocab,689751308,0.23,0,0,1,5,0
test_matcher_schema_token_attributes,689751308,0.38,0,1,1,6,1
test_issue5152,689751308,0.08,0,0,1,13,0
test_vectors_serialize,689751308,0.08,0,0,1,25,0
test_issue5458,689751308,0.18,0,0,1,12,0
test_issue3288,689751308,0.38,0,0,1,8,1
test_tokenizer_handles_single_word,689751308,0.38,0,0,1,2,1
test_matcher_from_usage_docs,689751308,0.38,0,0,1,18,1
test_retokenize_skip_duplicates,689751308,0.38,0,0,1,8,1
test_doc_retokenizer_merge_lex_attrs,689751308,0.38,0,0,1,23,1
test_doc_retokenize_merge_extension_attrs,689751308,0.38,0,0,1,19,1
test_doc_retokenize_spans_entity_merge_iob,689751308,0.38,0,2,1,82,1
test_vocab_lexeme_add_flag_auto_id,689751308,0.38,0,0,1,7,1
test_issue5838,706485115,0.26,1,0,0,8,0
test_tokenizer_handles_single_word,706485115,0.38,0,0,0,2,1
test_matcher_schema_token_attributes,706485115,0.38,0,1,0,6,1
test_matcher_from_usage_docs,706485115,0.38,0,0,0,18,1
test_vocab_lexeme_add_flag_auto_id,706485115,0.38,0,0,0,7,1
test_issue3288,706485115,0.38,0,0,0,8,1
test_doc_retokenize_spans_entity_merge_iob,706485115,0.38,0,2,0,82,1
test_retokenize_skip_duplicates,706485115,0.38,0,0,0,8,1
test_doc_retokenize_merge_extension_attrs,706485115,0.38,0,0,0,19,1
test_doc_retokenizer_merge_lex_attrs,706485115,0.38,0,0,0,23,1
test_issue595,503212762,0.2,1,0,0,10,0
test_de_extended_chunk,503212762,0.31,1,0,0,13,0
test_de_parser_noun_chunks_standard_de,503212762,0.31,1,0,0,12,0
test_underscore_raises_for_dup,503212762,0.38,0,0,0,3,1
test_add_morphology_with_int_ids,503212762,0.31,1,0,0,1,0
test_add_morphology_with_mix_strings_and_ints,503212762,0.31,1,0,0,1,0
test_lang_initialize,503212762,0.31,1,0,0,6,0
test_vocab_lexeme_add_flag_provided_id,503212762,0.38,0,0,0,6,1
test_vocab_lexeme_add_flag_auto_id,503212762,0.38,0,0,0,7,1
test_doc_retokenize_spans_entity_merge,503212762,0.2,1,0,0,18,0
test_doc_add_entities_set_ents_iob,503212762,0.38,0,0,0,10,1
test_issue1387,503212762,0.2,1,0,0,10,0
test_displacy_spans,503212762,0.38,0,0,0,5,1
test_tokenizer_handles_single_word,503212762,0.38,0,0,0,2,1
test_serialize_parser_roundtrip_disk,503212762,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,503212762,0.38,0,0,0,7,1
test_serialize_tensorizer_roundtrip_bytes,503212762,0.38,0,0,0,5,1
test_serialize_parser_roundtrip_bytes,503212762,0.38,0,0,0,6,1
test_serialize_tagger_roundtrip_disk,503212762,0.38,0,0,0,9,1
test_to_from_bytes,503212762,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,503212762,0.38,0,0,0,5,1
test_tokenizer_handles_single_word,628155414,0.38,0,0,0,2,1
test_las_per_type,628155414,0.31,1,0,0,41,0
test_ner_per_type,628155414,0.48,1,0,0,46,0
test_en_customized_tokenizer_handles_rules_property,628155414,0.31,1,0,0,26,0
test_language_evaluate,628155414,0.48,1,0,0,15,0
test_evaluate_no_pipe,628155414,0.31,1,0,0,9,0
test_vocab_lexeme_add_flag_provided_id,628155414,0.38,0,0,0,6,1
test_underscore_raises_for_dup,628155414,0.38,0,0,0,3,1
test_serialize_parser_roundtrip_disk,628155414,0.38,0,0,0,11,1
test_serialize_sentencerecognizer,628155414,0.38,0,0,0,4,1
test_serialize_tensorizer_roundtrip_disk,628155414,0.38,0,0,0,9,1
test_serialize_tagger_roundtrip_disk,628155414,0.38,0,0,0,9,1
test_doc_add_entities_set_ents_iob,628155414,0.38,0,0,0,11,1
test_ents_reset,628155414,0.38,0,0,0,8,1
test_matcher_schema_token_attributes,628155414,0.38,0,1,0,6,1
test_vocab_lexeme_add_flag_auto_id,628155414,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,628155414,0.38,0,0,0,5,1
test_vocab_lexeme_add_flag_auto_id,712911765,0.38,0,0,1,7,1
test_issue5838,712911765,0.18,0,0,1,8,0
test_matcher_schema_token_attributes,712911765,0.38,0,1,1,6,1
test_tokenizer_handles_single_word,712911765,0.38,0,0,1,2,1
test_doc_retokenize_spans_entity_merge_iob,712911765,0.38,0,2,1,82,1
test_doc_retokenize_merge_extension_attrs,712911765,0.38,0,0,1,19,1
test_doc_retokenizer_merge_lex_attrs,712911765,0.38,0,0,1,23,1
test_retokenize_skip_duplicates,712911765,0.38,0,0,1,8,1
test_issue3288,712911765,0.38,0,0,1,8,1
test_matcher_from_usage_docs,712911765,0.38,0,0,1,18,1
test_issue1387,502856158,0.38,1,0,1,10,0
test_vocab_lexeme_lt,502856158,0.38,0,0,1,7,0
test_issue2569,502856158,0.49,0,0,1,10,0
test_issue2871,502856158,0.38,0,0,1,16,0
test_tokenizer_handles_single_word,502856158,0.38,0,0,1,2,1
test_issue3012,502856158,0.38,0,0,1,18,0
test_doc_api_set_ents,502856158,0.38,0,0,1,9,0
test_span_ents_property,502856158,0.38,0,0,1,26,0
test_spans_by_character,502856158,0.38,0,0,1,5,0
test_parser_pseudoprojectivity,502856158,0.38,0,0,1,63,0
test_doc_retokenize_retokenizer_attrs,502856158,0.38,0,0,1,9,0
test_doc_retokenize_spans_merge_tokens,502856158,0.38,0,0,1,14,0
test_doc_retokenize_spans_entity_merge,502856158,0.38,0,0,1,18,0
test_da_tokenizer_handles_posessives_and_contractions,502856158,0.38,0,0,1,29,0
test_doc_add_entities_set_ents_iob,502856158,0.38,0,0,1,10,1
test_issue118,502856158,0.49,0,0,1,17,0
test_issue118_prefix_reorder,502856158,0.49,0,0,1,17,0
test_issue595,502856158,0.38,1,0,1,10,0
test_beam_parse,502856158,0.45,0,0,1,6,0
test_biluo_spans,502856158,0.38,0,0,1,8,0
test_roundtrip_offsets_biluo_conversion,502856158,0.38,0,0,1,8,0
test_issue1547,502856158,0.38,0,0,1,7,0
test_displacy_spans,502856158,0.38,0,0,1,5,0
test_displacy_parse_deps,502856158,0.38,0,0,1,20,0
test_displacy_parse_ents,502856158,0.38,0,0,1,7,0
test_displacy_render_wrapper,502856158,0.38,0,0,1,9,0
test_entity_ruler_existing_complex,502856158,0.49,0,0,1,9,0
test_entity_ruler_init,502856158,0.49,0,0,1,10,0
test_entity_ruler_existing_overwrite,502856158,0.49,0,0,1,8,0
test_entity_ruler_existing,502856158,0.49,0,0,1,7,0
test_issue3288,502856158,0.38,0,0,1,8,0
test_phrase_matcher_validation,502856158,0.38,0,0,1,17,0
test_phrase_matcher_string_attrs_negative,502856158,0.49,0,0,1,11,0
test_phrase_matcher_string_attrs,502856158,0.49,0,0,1,14,0
test_phrase_matcher_bool_attrs,502856158,0.49,0,0,1,16,0
test_matcher_phrase_matcher,502856158,0.49,0,0,1,5,0
test_get_oracle_moves,502856158,0.38,0,0,1,5,0
test_get_oracle_moves_negative_entities,502856158,0.38,0,0,1,9,0
test_get_oracle_moves_negative_entities2,502856158,0.38,0,0,1,7,0
test_get_oracle_moves_negative_O,502856158,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,502856158,0.38,0,0,1,5,1
test_underscore_raises_for_dup,502856158,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,502856158,0.38,0,0,1,6,1
test_vocab_lexeme_add_flag_auto_id,502856158,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_disk,502856158,0.38,0,0,1,9,1
test_to_from_bytes,502856158,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,502856158,0.38,0,0,1,6,0
test_serialize_tensorizer_roundtrip_disk,502856158,0.38,0,0,1,7,0
test_serialize_tensorizer_roundtrip_bytes,502856158,0.38,0,0,1,5,1
test_serialize_tagger_roundtrip_disk,502856158,0.38,0,0,1,9,1
test_tokenizer_handles_single_word,628153079,0.38,0,0,1,2,1
test_underscore_raises_for_dup,628153079,0.38,0,0,1,3,1
test_las_per_type,628153079,0.27,0,0,1,41,0
test_ner_per_type,628153079,0.41,0,0,1,46,0
test_en_customized_tokenizer_handles_rules_property,628153079,0.27,0,0,1,26,0
test_vocab_lexeme_add_flag_auto_id,628153079,0.38,0,0,1,7,1
test_serialize_custom_tokenizer,628153079,0.38,0,0,1,5,1
test_evaluate_no_pipe,628153079,0.27,0,0,1,9,0
test_language_evaluate,628153079,0.41,0,0,1,15,0
test_doc_add_entities_set_ents_iob,628153079,0.38,0,0,1,11,1
test_ents_reset,628153079,0.38,0,0,1,8,1
test_matcher_schema_token_attributes,628153079,0.38,0,1,1,6,1
test_vocab_lexeme_add_flag_provided_id,628153079,0.38,0,0,1,6,1
test_serialize_tensorizer_roundtrip_disk,628153079,0.38,0,0,1,9,0
test_serialize_tagger_roundtrip_disk,628153079,0.38,0,0,1,9,1
test_serialize_sentencerecognizer,628153079,0.38,0,0,1,4,1
test_serialize_parser_roundtrip_disk,628153079,0.38,0,0,1,11,1
test_vocab_lexeme_add_flag_auto_id,504463131,0.38,0,0,0,7,1
test_en_parser_noun_chunks_dative,504463131,0.28,0,0,0,13,0
test_tokenizer_handles_single_word,504463131,0.38,0,0,0,2,1
test_underscore_raises_for_dup,504463131,0.38,0,0,0,3,1
test_doc_add_entities_set_ents_iob,504463131,0.38,0,0,0,11,1
test_serialize_custom_tokenizer,504463131,0.38,0,0,0,5,1
test_displacy_spans,504463131,0.38,0,0,0,5,1
test_vocab_lexeme_add_flag_provided_id,504463131,0.38,0,0,0,6,1
test_serialize_parser_roundtrip_disk,504463131,0.38,0,0,0,11,1
test_serialize_pipe_exclude,504463131,0.38,0,0,0,17,1
test_to_from_bytes,504463131,0.38,0,0,0,7,1
test_serialize_tagger_roundtrip_disk,504463131,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,504463131,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_bytes,504463131,0.38,0,0,0,5,1
test_serialize_tensorizer_roundtrip_disk,504463131,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_auto_id,557248081,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_provided_id,557248081,0.38,0,0,0,6,1
test_doc_add_entities_set_ents_iob,557248081,0.38,0,0,0,10,1
test_serialize_custom_tokenizer,557248081,0.38,0,0,0,5,1
test_lt_tokenizer_handles_long_text,557248081,0.31,1,0,0,5,0
test_serialize_tagger_roundtrip_disk,557248081,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_disk,557248081,0.38,0,0,0,11,1
test_serialize_pipe_exclude,557248081,0.38,0,0,0,17,1
test_serialize_tensorizer_roundtrip_disk,557248081,0.38,0,0,0,7,1
test_serialize_parser_roundtrip_bytes,557248081,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_bytes,557248081,0.38,0,0,0,5,1
test_to_from_bytes,557248081,0.38,0,0,0,7,1
test_tokenizer_handles_single_word,557248081,0.38,0,0,0,2,1
test_underscore_raises_for_dup,557248081,0.38,0,0,0,3,1
test_vocab_lexeme_add_flag_auto_id,557372525,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,557372525,0.38,0,0,0,5,1
test_serialize_tensorizer_roundtrip_bytes,557372525,0.38,0,0,0,5,1
test_serialize_tagger_roundtrip_disk,557372525,0.38,0,0,0,9,1
test_serialize_pipe_exclude,557372525,0.38,0,0,0,17,1
test_serialize_parser_roundtrip_bytes,557372525,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_disk,557372525,0.38,0,0,0,7,1
test_serialize_parser_roundtrip_disk,557372525,0.38,0,0,0,11,1
test_to_from_bytes,557372525,0.38,0,0,0,7,1
test_vocab_api_symbols,557372525,0.38,0,0,0,1,0
test_underscore_raises_for_dup,557372525,0.38,0,0,0,3,1
test_tokenizer_handles_single_word,557372525,0.38,0,0,0,2,1
test_doc_add_entities_set_ents_iob,557372525,0.38,0,0,0,10,1
test_vocab_lexeme_add_flag_provided_id,557372525,0.38,0,0,0,6,1
test_issue1727,578733778,0.57,1,0,0,13,0
test_issue3209,578733778,0.26,1,0,0,15,0
test_issue3289,578733778,0.38,1,0,0,8,0
test_vocab_lexeme_add_flag_auto_id,578733778,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_provided_id,578733778,0.38,0,0,0,6,1
test_serialize_custom_tokenizer,578733778,0.38,1,0,0,5,0
test_serialize_language_meta_disk,578733778,0.49,1,0,0,5,0
test_serialize_language_exclude,578733778,0.38,1,0,0,13,0
test_issue4133,578733778,0.38,1,0,0,17,0
test_add_label_deserializes_correctly,578733778,0.38,1,0,0,9,0
test_doc_add_entities_set_ents_iob,578733778,0.38,1,0,0,11,1
test_issue2482,578733778,0.6,1,0,0,5,0
test_issue2179,578733778,0.22,1,0,0,11,0
test_entity_ruler_in_pipeline_from_issue,578733778,0.38,1,0,0,13,0
test_serialize_tensorizer_roundtrip_disk,578733778,0.49,1,0,0,7,0
test_serialize_parser_roundtrip_disk,578733778,0.65,1,0,0,11,0
test_serialize_tagger_roundtrip_disk,578733778,0.49,1,0,0,9,0
test_serialize_parser_roundtrip_bytes,578733778,0.65,1,0,0,6,0
test_serialize_pipe_exclude,578733778,0.38,1,0,0,17,0
test_serialize_tensorizer_roundtrip_bytes,578733778,0.49,1,0,0,5,0
test_to_from_bytes,578733778,0.6,1,0,0,7,0
test_tokenizer_handles_single_word,578733778,0.38,0,0,0,2,1
test_underscore_raises_for_dup,578733778,0.38,0,0,0,3,1
test_issue4054,578733778,0.31,1,0,0,18,0
test_serialize_vocab_roundtrip_bytes,578733778,0.38,1,0,0,14,0
test_deserialize_vocab_seen_entries,578733778,0.38,1,0,0,5,0
test_serialize_vocab_roundtrip_disk,578733778,0.49,1,0,0,15,0
test_serialize_vocab,578733778,0.38,1,0,0,4,0
test_serialize_vocab_lex_attrs_bytes,578733778,0.38,1,0,0,7,0
test_serialize_vocab_lex_attrs_disk,578733778,0.49,1,0,0,10,0
test_doc_retokenize_spans_entity_merge,574342350,0.38,1,0,0,18,0
test_issue3009,574342350,0.6,1,0,0,26,0
test_displacy_parse_deps,574342350,0.49,0,0,0,20,0
test_doc_add_entities_set_ents_iob,574342350,0.38,0,0,0,11,1
test_underscore_raises_for_dup,574342350,0.38,0,0,0,3,1
test_tokenizer_handles_single_word,574342350,0.38,0,0,0,2,1
test_vocab_lexeme_add_flag_provided_id,574342350,0.38,0,0,0,6,1
test_vocab_lexeme_add_flag_auto_id,574342350,0.38,0,0,0,7,1
test_serialize_tensorizer_roundtrip_bytes,574342350,0.38,1,0,0,5,1
test_serialize_pipe_exclude,574342350,0.38,0,0,0,17,1
test_serialize_parser_roundtrip_disk,574342350,0.38,0,0,0,11,1
test_serialize_tagger_roundtrip_disk,574342350,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,574342350,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_disk,574342350,0.38,0,0,0,7,1
test_to_from_bytes,574342350,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,574342350,0.38,0,0,0,5,1
test_underscore_raises_for_dup,576541781,0.38,0,0,0,3,1
test_displacy_parse_deps,576541781,0.36,0,0,0,20,0
test_issue3009,576541781,0.57,0,0,0,26,0
test_doc_retokenize_spans_entity_merge,576541781,0.41,1,0,0,18,0
test_vocab_lexeme_add_flag_auto_id,576541781,0.38,0,0,0,7,1
test_doc_add_entities_set_ents_iob,576541781,0.38,0,0,0,10,1
